business_name	business_address	business_city	business_state	business_postal_code	business_latitude	business_longitude	business_phone_number	inspection_id	inspection_date	inspection_score	inspection_type	violation_id	violation_description	risk_category
LA TRAVIATA	2854 MISSION St	San Francisco	CA	94110	37.751296	-122.418414	+14155280500	2359_20170706	2017-07-06	62.0	Routine - Unscheduled	2359_20170706_103161	Low risk vermin infestation	Low Risk
Liberty Cheesesteak	428 11th St	San Francisco	CA	94103			+14155531601	81088_20170921	2017-09-21	96.0	Routine - Unscheduled	81088_20170921_103129	Insufficient hot water or running water	Moderate Risk
Chongqing Xiaomian	915 Kearny St	San Francisco	CA	94133			+14155980888	88082_20160830	2017-08-30		New Ownership	88082_20160830_103131	Moderate risk vermin infestation	Moderate Risk
Subs, Inc.	1300 CASTRO St	San Francisco	CA	94114	37.751137	-122.434095		20327_20151014	2017-10-14	92.0	Routine - Unscheduled	20327_20151014_103120	Moderate risk food holding temperature	Moderate Risk
Old Jerusalem Restaurant Inc	2976 MISSION St	San Francisco	CA	94110	37.749337	-122.418205	+14155645958	71174_20170705	2017-07-05	65.0	Routine - Unscheduled	71174_20170705_103103	High risk food holding temperature	High Risk
Cafe New Honolulu	888 Stockton St	San Francisco	CA	94108				82123_20160613	2017-06-13	68.0	Routine - Unscheduled	82123_20160613_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Bar Nua	561 Columbus Ave	San Francisco	CA	94133				83773_20150724	2017-07-24		Non-inspection site visit			
Mescolanza Restaurant	3750 Geary Blvd	San Francisco	CA	94118			+14155662221	81461_20160629	2017-06-29	90.0	Routine - Unscheduled	81461_20160629_103120	Moderate risk food holding temperature	Moderate Risk
KJ Produce Market	400 IRVING St	San Francisco	CA	94122			+14155562208	70576_20160803	2017-08-03	90.0	Routine - Unscheduled	70576_20160803_103154	Unclean or degraded floors walls or ceilings	Low Risk
Alexander's Steakhouse	448 BRANNAN St	San Francisco	CA	94107	37.779153	-122.395569		63191_20170111	2017-01-11	80.0	Routine - Unscheduled	63191_20170111_103160	Inadequate HACCP plan record keeping	Low Risk
Bently Reserve	301 Battery St	San Francisco	CA	94111				69547_20151120	2017-11-20	100.0	Routine - Unscheduled			
Hyatt Regency - Main Kitchen, Employees Cafeteria	5 Embarcadero Center	San Francisco	CA	94111	37.794168	-122.396457		3518_20160603	2017-06-03	100.0	Routine - Unscheduled			
Vixi	3611 California St	San Francisco	CA	94118			+14155830900	86807_20171201	2017-12-01	90.0	Routine - Unscheduled	86807_20171201_103144	Unapproved or unmaintained equipment or utensils	Low Risk
M.Y. China	845 Market St Ste. 400	San Francisco	CA	94103				70983_20171023	2017-10-23	96.0	Routine - Unscheduled	70983_20171023_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Yangtze Market	2026 Mission St	San Francisco	CA	94110			+14155552878	82361_20170731	2017-07-31	64.0	Routine - Unscheduled	82361_20170731_103109	Unclean or unsanitary food contact surfaces	High Risk
Aunt Fanny's Hot Pretzels	Pier 39  Lot 12	San Francisco	CA	94133	37.802479	-122.411234		4755_20161228	2017-12-28	86.0	Routine - Unscheduled	4755_20161228_103133	Foods not protected from contamination	Moderate Risk
Olympic Flame Cafe	553 Geary St	San Francisco	CA	94102	37.786803	-122.412467		2104_20170130	2017-01-30	66.0	Routine - Unscheduled	2104_20170130_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Noriega Produce LLC	3821 Noriega St	San Francisco	CA	94122			+14155560370	82563_20170630	2017-06-30	85.0	Routine - Unscheduled	82563_20170630_103139	Improper food storage	Low Risk
Cowgirl Creamery/Artisan Cheese	1 Ferry Building  #17	San Francisco	CA	94111	37.795225	-122.39377		7456_20160602	2017-06-02		New Construction			
Oyaji Restaurant	3123 Clement St	San Francisco	CA	94121			+14155756174	79053_20160526	2017-05-26	83.0	Routine - Unscheduled	79053_20160526_103139	Improper food storage	Low Risk
I Cafe Chinatown	133 Waverly Pl	San Francisco	CA	94108				86168_20170731	2017-07-31	73.0	Routine - Unscheduled	86168_20170731_103154	Unclean or degraded floors walls or ceilings	Low Risk
FRENCH BAKERY	1101 TARAVAL St	San Francisco	CA	94116	37.742914	-122.478149		4944_20171018	2017-10-18	92.0	Routine - Unscheduled	4944_20171018_103133	Foods not protected from contamination	Moderate Risk
Aloha Hawaiian Barbecue	4935 Mission St	San Francisco	CA	94112				82733_20160802	2017-08-02	85.0	Routine - Unscheduled	82733_20160802_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Bamboo Asia	41 Montgomery St	San Francisco	CA	94101	37.774998	-122.418299		65856_20170821	2017-08-21		Complaint	65856_20170821_103150	Improper or defective plumbing	Low Risk
Dol-Ho Restaurant	808 Pacific Ave	San Francisco	CA	94133	37.796718	-122.408714		489_20171228	2017-12-28		Reinspection/Followup			
Bon Appetit Management Co	685 Market St 8th Floor	San Francisco	CA	94105			+14155612862	81670_20160810	2017-08-10	100.0	Routine - Unscheduled			
LUCKY PORK MARKET	2659 MISSION St	San Francisco	CA	94110	37.754513	-122.418626	+14155644805	7645_20160301	2017-03-01	88.0	Routine - Unscheduled	7645_20160301_103141	Improper food labeling or menu misrepresentation	Low Risk
Pazzia Restaurant	337 03rd St	San Francisco	CA	94107	37.783272	-122.398204		21143_20160927	2017-09-27		New Construction			
Caffe Central	845 Market St	San Francisco	CA	94103	37.784848	-122.406892		67982_20160324	2017-03-24	84.0	Routine - Unscheduled	67982_20160324_103152	Unclean unmaintained or improperly constructed toilet facilities	Low Risk
Aatame LLC dba Wetzel's Pretzel	3251 20th Ave	San Francisco	CA	94132			+14155507742	88461_20160712	2017-07-12	90.0	Routine - Unscheduled	88461_20160712_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
GUADALUPE ELEMENTARY SCHOOL	859 PRAGUE St	San Francisco	CA	94112	37.710464	-122.434202	+14155464718	5825_20151009	2017-10-09	100.0	Routine - Unscheduled			
Dum	3111 24th St	San Francisco	CA	94110				87699_20160523	2017-05-23		New Ownership			
Star Bagels	1475 Polk St	San Francisco	CA	94109	37.790324	-122.420664		1144_20170828	2017-08-28	88.0	Routine - Unscheduled	1144_20170828_103145	Improper storage of equipment utensils or linens	Low Risk
HOLEY BAGEL BAKERY	3872 24th St	San Francisco	CA	94114	37.751628	-122.429122		1434_20160314	2017-03-14		Reinspection/Followup	1434_20160314_103120	Moderate risk food holding temperature	Moderate Risk
Kasa Indian Eatery	1356 Polk St	San Francisco	CA	94109				74712_20180213	2017-02-13		Reinspection/Followup			
CAFE LA TAZA	2475A MISSION	San Francisco	CA	94110	37.757436	-122.41888	+14155827715	1366_20170725	2017-07-25	74.0	Routine - Unscheduled	1366_20170725_103142	Unclean nonfood contact surfaces	Low Risk
Tenderloin Grocery & Liquor	62 Turk St	San Francisco	CA	94102				74436_20171013	2017-10-13	96.0	Routine - Unscheduled	74436_20171013_103157	Food safety certificate or food handler card not available	Low Risk
GOAT HILL PIZZA	300 CONNECTICUT St	San Francisco	CA	94107	37.762367	-122.397515		2156_20170929	2017-09-29		New Construction			
BABY'S EATERY AND PALABOK	4609 MISSION St	San Francisco	CA	94112	37.724579	-122.434879		824_20161103	2017-11-03	80.0	Routine - Unscheduled	824_20161103_103105	Improper cooling methods	High Risk
Hawker Fare	680 Valencia St.	San Francisco	CA	94110				89733_20180105	2017-01-05		Reinspection/Followup			
Sunrise Deli	Off The Grid	San Francisco	CA					71753_20180306	2017-03-06		Structural Inspection			
Manzoni	2790 Diamond St	San Francisco	CA	94131	37.73473	-122.433823	+14155332251	60544_20170413	2017-04-13	96.0	Routine - Unscheduled	60544_20170413_103156	Permit license or inspection report not posted	Low Risk
SUBWAY	3801 03rd St 310	San Francisco	CA	94124	37.741829	-122.388098		198_20170130	2017-01-30	94.0	Routine - Unscheduled	198_20170130_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Target Store T3203-Starbucks	1830 Ocean Ave	San Francisco	CA	94112			+14152307613	84690_20170328	2017-03-28	94.0	Routine - Unscheduled	84690_20170328_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Chubby Noodle Marina	2205 Lombard St	San Francisco	CA	94123				74800_20180212	2017-02-12	91.0	Routine - Unscheduled	74800_20180212_103161	Low risk vermin infestation	Low Risk
Sotto Mare Oysteria & Seafood	552 Green St	San Francisco	CA	94133			+14155393181	80931_20160701	2017-07-01		Reinspection/Followup	80931_20160701_103132	Improper thawing methods	Moderate Risk
Seafood Center	831 Clement St	San Francisco	CA	94118	37.782724	-122.46826		7558_20170327	2017-03-27	92.0	Routine - Unscheduled	7558_20170327_103139	Improper food storage	Low Risk
O'CONNELL HIGH SCHOOL	2355 FOLSOM St	San Francisco	CA	94110	37.75962	-122.414674	+14155695370	5889_20150911	2017-09-11	100.0	Routine - Unscheduled			
Henry's Hunan Restaurant	1708 CHURCH St	San Francisco	CA	94131	37.743427	-122.426664		39888_20161020	2017-10-20		Reinspection/Followup			
Pho #1	2571 SAN BRUNO Ave	San Francisco	CA	94134	37.729254	-122.40426	+14155339289	35199_20170103	2017-01-03	79.0	Routine - Unscheduled	35199_20170103_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
MING TAI WUN TUN NOODLE, INC.	2455 NORIEGA St	San Francisco	CA	94122	37.753614	-122.490219		972_20160516	2017-05-16		Reinspection/Followup			
Wonderland Restaurant	500 Haight St	San Francisco	CA	94117	37.772097	-122.430804		69392_20170913	2017-09-13	84.0	Routine - Unscheduled	69392_20170913_103130	Inadequate sewage or wastewater disposal	Moderate Risk
Puccini & Pinetti	129 Ellis St	San Francisco	CA	94102				79296_20171013	2017-10-13	87.0	Routine - Unscheduled	79296_20171013_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Hilton Financial District- Banquet & Catering	750 Kearny St 2nd Floor	San Francisco	CA	94108	37.795057	-122.404876		18953_20150410	2017-04-10	100.0	Routine - Unscheduled			
20th Century Cafe	198 Gough St	San Francisco	CA	94102				73902_20171101	2017-11-01	94.0	Routine - Unscheduled	73902_20171101_103129	Insufficient hot water or running water	Moderate Risk
Banquet Kitchen	55 4th St	San Francisco	CA	94103	37.784964	-122.404752		1815_20160729	2017-07-29	75.0	Routine - Unscheduled	1815_20160729_103131	Moderate risk vermin infestation	Moderate Risk
STARBELLY	3583 16th St	San Francisco	CA	94114	37.764233	-122.43254		60400_20170905	2017-09-05	87.0	Routine - Unscheduled	60400_20170905_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Duc Loi Supermarket	2200 MISSION St	San Francisco	CA	94110	37.761637	-122.419385		39776_20160922	2017-09-22	73.0	Routine - Unscheduled	39776_20160922_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Tea Plus	2541 San Bruno Ave	San Francisco	CA	94134				80631_20160719	2017-07-19	89.0	Routine - Unscheduled	80631_20160719_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Miller's Rest	1085 Sutter St	San Francisco	CA	94109				89336_20170705	2017-07-05	88.0	Routine - Unscheduled	89336_20170705_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Muracci's Japanese Restaurant	307 Kearny St	San Francisco	CA	94108	37.790924	-122.404094		36786_20151230	2017-12-30	86.0	Routine - Unscheduled	36786_20151230_103133	Foods not protected from contamination	Moderate Risk
Bacon Bacon LLC	205 A Frederick St	San Francisco	CA	94117				68242_20150622	2017-06-22	85.0	Routine - Unscheduled	68242_20150622_103145	Improper storage of equipment utensils or linens	Low Risk
Tartine Commissary	550 Alabama St.	San Francisco	CA	94110				91852_20170926	2017-09-26		New Ownership - Followup			
Vital Tea Leaf	509 Grant Ave	San Francisco	CA	94108	37.791674	-122.405784		62298_20160919	2017-09-19	98.0	Routine - Unscheduled	62298_20160919_103139	Improper food storage	Low Risk
Hollow Cow	1875 Union St	San Francisco	CA	94123				86160_20171117	2017-11-17	86.0	Routine - Unscheduled	86160_20171117_103133	Foods not protected from contamination	Moderate Risk
CHINA EXPRESS	2798 MISSION St	San Francisco	CA	94110	37.752408	-122.418535	+14155640881	2357_20160222	2017-02-22	79.0	Routine - Unscheduled	2357_20160222_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
A1 Geneva Bakery	959 GENEVA Ave	San Francisco	CA	94112	37.715986	-122.440039		35828_20151109	2017-11-09		Reinspection/Followup			
MARCELLO'S PIZZA	420 CASTRO St	San Francisco	CA	94114	37.762057	-122.435145	+14155863900	902_20170630	2017-06-30	94.0	Routine - Unscheduled	902_20170630_103141	Improper food labeling or menu misrepresentation	Low Risk
Gateway High/Kip Schools	1430 Scott St	San Francisco	CA	94115	37.783427	-122.437747	+14155743600	5854_20160325	2017-03-25	92.0	Routine - Unscheduled	5854_20160325_103139	Improper food storage	Low Risk
Wing Lum Cafe	1150 Polk St	San Francisco	CA	94109	37.787438	-122.419952		3285_20160324	2017-03-24		Complaint	3285_20160324_103120	Moderate risk food holding temperature	Moderate Risk
Bobo's Lounge	1434 Lombard St	San Francisco	CA	94123				76061_20171219	2017-12-19	90.0	Routine - Unscheduled	76061_20171219_103152	Unclean unmaintained or improperly constructed toilet facilities	Low Risk
B Restaurant	720 HOWARD St	San Francisco	CA	94103	37.784404	-122.401339		25301_20161221	2017-12-21	81.0	Routine - Unscheduled	25301_20161221_103114	High risk vermin infestation	High Risk
Eclectic Cookery, Inc.	1040 Revere Ave #2	San Francisco	CA	94124				75991_20170124	2017-01-24	92.0	Routine - Unscheduled	75991_20170124_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Guang Dong Barbecue Tea House	2191 Irving St	San Francisco	CA	94122			+14155739948	74149_20160524	2017-05-24	85.0	Routine - Unscheduled	74149_20160524_103131	Moderate risk vermin infestation	Moderate Risk
MOSHI MOSHI	2092 03rd St	San Francisco	CA	94107	37.763187	-122.388895		768_20150601	2017-06-01	87.0	Routine - Unscheduled	768_20150601_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Golden Gate Grill	449 Powell St 2nd Floor	San Francisco	CA	94102				68764_20160502	2017-05-02	100.0	Routine - Unscheduled			
PICCOLO PETES	2155 BAYSHORE Blvd	San Francisco	CA	94134	37.712686	-122.400903		4588_20150414	2017-04-14	81.0	Routine - Unscheduled	4588_20150414_103132	Improper thawing methods	Moderate Risk
Mid City Market	868 Geary St	San Francisco	CA	94109	37.786197	-122.417614		36673_20160901	2017-09-01	79.0	Routine - Unscheduled	36673_20160901_103103	High risk food holding temperature	High Risk
Nande-Ya	1737 Post St 375	San Francisco	CA	94115			+14153685768	89059_20170227	2017-02-27	72.0	Routine - Unscheduled	89059_20170227_103118	Employee eating or smoking	Moderate Risk
McDonald's	5454 Mission St	San Francisco	CA	94112				88508_20180305	2017-03-05	94.0	Routine - Unscheduled	88508_20180305_103129	Insufficient hot water or running water	Moderate Risk
Jamba Juice	3251 20th Ave	San Francisco	CA	94132			+14150864823	88873_20170510	2017-05-10	90.0	Routine - Unscheduled	88873_20170510_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Gateway Croissants	390 GOLDEN GATE Ave	San Francisco	CA	94102	37.781518	-122.416982		62462_20150721	2017-07-21	73.0	Routine - Unscheduled	62462_20150721_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Subway#51109	170 King St #131	San Francisco	CA	94107	37.778704	-122.391359		65754_20160906	2017-09-06	88.0	Routine - Unscheduled	65754_20160906_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
TONY BALONEY'S	1098 HOWARD St	San Francisco	CA	94103	37.778033	-122.40943	+14155861514	4787_20160628	2017-06-28	83.0	Routine - Unscheduled	4787_20160628_103157	Food safety certificate or food handler card not available	Low Risk
New Village Cafe	1426 Polk St	San Francisco	CA	94109				87762_20180323	2017-03-23		Complaint			
BELLA TRATTORIA	3854 GEARY Blvd	San Francisco	CA	94118	37.781268	-122.460842		2593_20170203	2017-02-03		Reinspection/Followup			
Sun Sang Market	1205 Stockton St	San Francisco	CA	94133	37.796973	-122.408504		4614_20160816	2017-08-16	75.0	Routine - Unscheduled	4614_20160816_103154	Unclean or degraded floors walls or ceilings	Low Risk
Proper Food	235 2nd St	San Francisco	CA	94105				87624_20160726	2017-07-26		New Construction			
Cheese Plus	2001 Polk St	San Francisco	CA	94109	37.795273	-122.421665		6863_20180201	2017-02-01	90.0	Routine - Unscheduled	6863_20180201_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Harvey's Place	330 05th St	San Francisco	CA	94107	37.779807	-122.402887		68824_20170125	2017-01-25	94.0	Routine - Unscheduled	68824_20170125_103154	Unclean or degraded floors walls or ceilings	Low Risk
WEBSTER ELEMENTARY SCHOOL	465 MISSOURI St	San Francisco	CA	94107	37.760474	-122.396296	+14155695787	5823_20160805	2017-08-05		New Construction			
Tuong Phong Market	628 Ellis St	San Francisco	CA	94102	37.784408	-122.416614		6660_20160205	2017-02-05	70.0	Routine - Unscheduled	6660_20160205_103133	Foods not protected from contamination	Moderate Risk
Kusakabe	584 Washington St	San Francisco	CA	94111				78403_20170504	2017-05-04	94.0	Routine - Unscheduled	78403_20170504_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Pupuseria & Restaurante Panchitas	4901 Mission Street	San Francisco	CA	94112	37.719932	-122.438395		68961_20150707	2017-07-07	94.0	Routine - Unscheduled	68961_20150707_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
House of Xian Dumpling	925 Kearny St	San Francisco	CA	94133				85843_20160308	2017-03-08	76.0	Routine - Unscheduled	85843_20160308_103103	High risk food holding temperature	High Risk
